winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,17,MARQUISE,4,31
EYRIE,13,MARQUISE,1,34
EYRIE,11,MARQUISE,7,30
EYRIE,15,MARQUISE,8,34
EYRIE,15,MARQUISE,3,32
EYRIE,15,EYRIE,7,31
EYRIE,11,MARQUISE,2,30
EYRIE,17,MARQUISE,9,31
EYRIE,17,EYRIE,6,43
EYRIE,15,EYRIE,0,30
EYRIE,11,MARQUISE,6,31
EYRIE,11,MARQUISE,6,31
EYRIE,19,EYRIE,1,33
EYRIE,11,MARQUISE,6,34
EYRIE,13,EYRIE,7,30
EYRIE,25,EYRIE,7,30
EYRIE,19,MARQUISE,3,34
EYRIE,15,MARQUISE,6,31
EYRIE,17,MARQUISE,3,32
EYRIE,11,MARQUISE,6,31
EYRIE,21,MARQUISE,9,34
EYRIE,14,EYRIE,0,30
EYRIE,11,MARQUISE,6,30
EYRIE,17,EYRIE,7,32
EYRIE,15,MARQUISE,5,30
EYRIE,13,MARQUISE,8,33
EYRIE,17,MARQUISE,5,34
EYRIE,15,MARQUISE,6,34
EYRIE,13,MARQUISE,7,34
EYRIE,15,EYRIE,6,31
EYRIE,13,MARQUISE,6,30
EYRIE,15,EYRIE,5,30
EYRIE,17,EYRIE,8,34
EYRIE,11,MARQUISE,9,32
EYRIE,13,MARQUISE,7,34
EYRIE,15,MARQUISE,8,30
EYRIE,17,MARQUISE,4,30
EYRIE,17,MARQUISE,5,30
EYRIE,17,EYRIE,3,31
EYRIE,19,MARQUISE,1,35
EYRIE,13,MARQUISE,8,30
EYRIE,13,MARQUISE,12,31
EYRIE,15,MARQUISE,0,30
EYRIE,19,MARQUISE,5,34
EYRIE,13,MARQUISE,7,34
EYRIE,15,MARQUISE,2,31
EYRIE,13,MARQUISE,2,33
EYRIE,15,MARQUISE,5,32
EYRIE,13,MARQUISE,7,33
EYRIE,11,MARQUISE,6,30
EYRIE,13,MARQUISE,7,31
EYRIE,10,MARQUISE,9,32
EYRIE,11,MARQUISE,8,30
EYRIE,13,MARQUISE,6,30
EYRIE,13,MARQUISE,2,32
EYRIE,15,EYRIE,6,34
EYRIE,11,MARQUISE,3,34
EYRIE,13,EYRIE,5,34
EYRIE,15,MARQUISE,7,34
EYRIE,13,MARQUISE,6,33
EYRIE,13,MARQUISE,2,33
EYRIE,13,MARQUISE,8,31
EYRIE,13,MARQUISE,4,30
EYRIE,19,MARQUISE,3,34
EYRIE,13,MARQUISE,7,30
EYRIE,17,MARQUISE,1,30
EYRIE,19,MARQUISE,4,34
EYRIE,15,MARQUISE,0,30
EYRIE,13,MARQUISE,7,34
EYRIE,15,EYRIE,6,34
EYRIE,13,MARQUISE,6,31
EYRIE,13,MARQUISE,4,32
EYRIE,13,EYRIE,6,30
EYRIE,15,MARQUISE,4,33
EYRIE,19,MARQUISE,3,34
EYRIE,15,EYRIE,2,30
EYRIE,13,MARQUISE,3,34
EYRIE,13,MARQUISE,6,34
EYRIE,15,EYRIE,2,31
EYRIE,13,MARQUISE,5,30
EYRIE,15,MARQUISE,11,32
EYRIE,13,MARQUISE,2,32
EYRIE,17,MARQUISE,5,33
EYRIE,17,MARQUISE,5,34
EYRIE,11,EYRIE,6,30
EYRIE,17,MARQUISE,1,31
EYRIE,15,MARQUISE,8,32
EYRIE,13,MARQUISE,6,34
EYRIE,17,MARQUISE,8,32
EYRIE,13,MARQUISE,5,30
EYRIE,11,MARQUISE,6,31
EYRIE,23,MARQUISE,4,30
EYRIE,17,MARQUISE,6,33
EYRIE,11,MARQUISE,10,31
EYRIE,17,EYRIE,4,33
EYRIE,13,MARQUISE,4,34
EYRIE,13,MARQUISE,8,34
EYRIE,13,MARQUISE,6,31
EYRIE,11,MARQUISE,7,30
EYRIE,16,MARQUISE,7,33
