winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,17,MARQUISE,27,33
EYRIE,13,MARQUISE,23,30
EYRIE,15,MARQUISE,19,32
EYRIE,11,MARQUISE,17,32
EYRIE,16,MARQUISE,17,30
MARQUISE,17,MARQUISE,31,27
EYRIE,17,MARQUISE,13,32
EYRIE,13,EYRIE,23,30
MARQUISE,18,MARQUISE,30,24
MARQUISE,16,MARQUISE,31,17
EYRIE,13,MARQUISE,19,33
EYRIE,15,MARQUISE,22,30
MARQUISE,15,MARQUISE,30,19
MARQUISE,32,MARQUISE,30,22
MARQUISE,19,MARQUISE,30,23
MARQUISE,14,MARQUISE,31,12
EYRIE,13,MARQUISE,17,30
EYRIE,11,EYRIE,20,33
EYRIE,13,MARQUISE,17,30
MARQUISE,16,MARQUISE,31,21
EYRIE,15,MARQUISE,18,30
EYRIE,17,MARQUISE,22,34
EYRIE,17,MARQUISE,29,31
MARQUISE,14,MARQUISE,31,18
MARQUISE,16,MARQUISE,33,10
MARQUISE,14,MARQUISE,31,25
MARQUISE,18,MARQUISE,30,29
EYRIE,12,MARQUISE,20,30
EYRIE,16,MARQUISE,24,30
EYRIE,12,MARQUISE,22,30
MARQUISE,18,MARQUISE,30,21
EYRIE,17,MARQUISE,24,30
EYRIE,12,MARQUISE,17,31
EYRIE,14,MARQUISE,24,30
EYRIE,17,MARQUISE,23,33
EYRIE,17,EYRIE,23,30
MARQUISE,16,MARQUISE,31,28
EYRIE,17,MARQUISE,27,32
EYRIE,13,MARQUISE,14,34
EYRIE,17,MARQUISE,29,33
EYRIE,11,MARQUISE,22,30
EYRIE,11,MARQUISE,16,31
EYRIE,19,EYRIE,28,30
EYRIE,15,MARQUISE,24,32
MARQUISE,20,MARQUISE,32,22
EYRIE,16,MARQUISE,25,32
EYRIE,17,MARQUISE,27,34
EYRIE,13,MARQUISE,18,30
EYRIE,26,MARQUISE,22,30
EYRIE,16,MARQUISE,13,30
EYRIE,16,MARQUISE,25,33
MARQUISE,14,MARQUISE,34,9
EYRIE,17,MARQUISE,28,33
MARQUISE,18,MARQUISE,30,26
EYRIE,15,EYRIE,26,31
EYRIE,11,MARQUISE,18,30
EYRIE,14,MARQUISE,24,30
MARQUISE,19,MARQUISE,30,19
EYRIE,19,MARQUISE,20,34
EYRIE,13,EYRIE,22,30
EYRIE,13,MARQUISE,19,34
EYRIE,15,MARQUISE,17,30
EYRIE,16,MARQUISE,20,30
EYRIE,12,EYRIE,26,30
MARQUISE,18,MARQUISE,32,12
EYRIE,19,MARQUISE,21,30
MARQUISE,16,MARQUISE,30,30
MARQUISE,19,MARQUISE,30,22
EYRIE,13,MARQUISE,23,30
EYRIE,13,EYRIE,17,30
MARQUISE,16,MARQUISE,30,14
EYRIE,13,MARQUISE,22,33
EYRIE,15,MARQUISE,22,32
EYRIE,13,MARQUISE,17,30
EYRIE,17,MARQUISE,28,32
MARQUISE,24,MARQUISE,30,24
EYRIE,13,MARQUISE,25,33
EYRIE,12,MARQUISE,19,30
EYRIE,15,EYRIE,24,32
EYRIE,12,MARQUISE,14,31
MARQUISE,16,MARQUISE,32,20
EYRIE,13,MARQUISE,22,30
EYRIE,13,MARQUISE,16,32
EYRIE,11,MARQUISE,14,32
EYRIE,15,MARQUISE,22,30
EYRIE,16,MARQUISE,24,30
EYRIE,13,MARQUISE,18,33
EYRIE,11,MARQUISE,13,31
MARQUISE,20,MARQUISE,30,24
EYRIE,16,MARQUISE,23,31
EYRIE,15,MARQUISE,19,30
EYRIE,12,MARQUISE,21,30
MARQUISE,18,MARQUISE,31,18
MARQUISE,16,MARQUISE,30,27
EYRIE,13,MARQUISE,24,30
EYRIE,13,MARQUISE,20,33
MARQUISE,20,MARQUISE,30,19
EYRIE,13,MARQUISE,21,31
MARQUISE,17,MARQUISE,30,30
EYRIE,15,EYRIE,22,30
