winner,condition,turn,current_player,vp_marquise,vp_eyrie,winning_dominance
MARQUISE,vp,12,MARQUISE,32,1,none
MARQUISE,vp,19,MARQUISE,30,2,none
MARQUISE,vp,20,MARQUISE,32,10,none
MARQUISE,vp,24,MARQUISE,34,0,none
MARQUISE,vp,22,MARQUISE,31,6,none
MARQUISE,vp,24,MARQUISE,30,7,none
MARQUISE,vp,16,MARQUISE,35,0,none
MARQUISE,vp,22,MARQUISE,30,8,none
MARQUISE,vp,16,MARQUISE,30,1,none
MARQUISE,vp,14,MARQUISE,30,7,none
MARQUISE,vp,16,MARQUISE,34,1,none
MARQUISE,vp,18,MARQUISE,30,10,none
MARQUISE,vp,18,MARQUISE,36,0,none
MARQUISE,vp,19,MARQUISE,30,13,none
MARQUISE,vp,14,MARQUISE,32,0,none
MARQUISE,vp,18,MARQUISE,33,25,none
MARQUISE,vp,20,MARQUISE,33,3,none
MARQUISE,vp,13,EYRIE,30,1,none
MARQUISE,vp,14,MARQUISE,33,0,none
MARQUISE,vp,18,MARQUISE,33,2,none
MARQUISE,vp,16,MARQUISE,31,3,none
MARQUISE,vp,20,MARQUISE,31,1,none
MARQUISE,vp,16,MARQUISE,30,0,none
MARQUISE,vp,18,MARQUISE,33,4,none
MARQUISE,vp,20,MARQUISE,31,1,none
MARQUISE,vp,17,MARQUISE,30,19,none
MARQUISE,vp,20,MARQUISE,33,2,none
MARQUISE,vp,15,MARQUISE,31,1,none
MARQUISE,vp,18,MARQUISE,30,0,none
MARQUISE,vp,19,EYRIE,30,12,none
MARQUISE,vp,20,MARQUISE,32,4,none
MARQUISE,vp,18,MARQUISE,30,10,none
MARQUISE,vp,22,MARQUISE,31,8,none
MARQUISE,vp,20,MARQUISE,32,3,none
MARQUISE,vp,18,MARQUISE,36,0,none
MARQUISE,vp,20,MARQUISE,32,0,none
MARQUISE,vp,18,MARQUISE,31,8,none
MARQUISE,vp,14,MARQUISE,32,6,none
MARQUISE,vp,16,MARQUISE,31,4,none
MARQUISE,vp,14,MARQUISE,32,12,none
MARQUISE,vp,20,MARQUISE,33,10,none
MARQUISE,vp,16,MARQUISE,32,0,none
MARQUISE,vp,20,MARQUISE,31,2,none
MARQUISE,vp,28,MARQUISE,32,3,none
MARQUISE,vp,22,EYRIE,35,1,none
MARQUISE,vp,18,EYRIE,31,2,none
MARQUISE,vp,16,MARQUISE,34,0,none
MARQUISE,vp,22,MARQUISE,30,0,none
MARQUISE,vp,15,EYRIE,30,4,none
MARQUISE,vp,14,MARQUISE,31,2,none
MARQUISE,vp,14,MARQUISE,30,2,none
MARQUISE,vp,18,MARQUISE,30,13,none
MARQUISE,vp,26,MARQUISE,31,9,none
MARQUISE,vp,16,MARQUISE,32,1,none
MARQUISE,vp,20,MARQUISE,30,0,none
MARQUISE,vp,16,MARQUISE,33,0,none
MARQUISE,vp,20,MARQUISE,34,3,none
MARQUISE,vp,18,MARQUISE,30,2,none
MARQUISE,vp,26,MARQUISE,31,6,none
MARQUISE,vp,15,MARQUISE,34,0,none
MARQUISE,vp,28,MARQUISE,31,0,none
MARQUISE,vp,18,MARQUISE,33,1,none
MARQUISE,vp,22,MARQUISE,32,13,none
MARQUISE,vp,22,MARQUISE,34,0,none
MARQUISE,vp,22,MARQUISE,32,3,none
MARQUISE,vp,22,MARQUISE,33,3,none
MARQUISE,vp,18,MARQUISE,32,1,none
MARQUISE,vp,18,MARQUISE,32,2,none
MARQUISE,vp,24,MARQUISE,32,1,none
MARQUISE,vp,16,MARQUISE,32,9,none
MARQUISE,vp,18,MARQUISE,34,3,none
MARQUISE,vp,18,MARQUISE,31,0,none
MARQUISE,vp,20,MARQUISE,31,0,none
MARQUISE,vp,20,EYRIE,33,6,none
MARQUISE,vp,16,MARQUISE,31,1,none
MARQUISE,vp,16,MARQUISE,30,2,none
MARQUISE,vp,14,MARQUISE,32,3,none
MARQUISE,vp,21,MARQUISE,31,8,none
MARQUISE,vp,18,MARQUISE,30,13,none
MARQUISE,vp,16,MARQUISE,34,4,none
MARQUISE,vp,21,MARQUISE,30,1,none
MARQUISE,vp,18,MARQUISE,31,3,none
MARQUISE,vp,16,MARQUISE,33,8,none
MARQUISE,vp,14,MARQUISE,32,0,none
MARQUISE,vp,18,MARQUISE,34,7,none
MARQUISE,vp,20,MARQUISE,30,1,none
MARQUISE,vp,22,MARQUISE,34,2,none
MARQUISE,vp,20,MARQUISE,34,3,none
MARQUISE,vp,22,EYRIE,36,1,none
MARQUISE,vp,15,MARQUISE,31,11,none
MARQUISE,vp,18,MARQUISE,32,5,none
MARQUISE,vp,17,MARQUISE,31,4,none
MARQUISE,vp,20,MARQUISE,32,10,none
MARQUISE,vp,18,EYRIE,34,1,none
MARQUISE,vp,15,MARQUISE,30,17,none
MARQUISE,vp,16,MARQUISE,31,2,none
MARQUISE,vp,16,MARQUISE,32,11,none
MARQUISE,vp,18,MARQUISE,31,14,none
MARQUISE,vp,16,MARQUISE,31,1,none
MARQUISE,vp,18,MARQUISE,30,1,none
